"appearance_id","book_id","city_id"
"4939","21","3151770"
"4940","21","3164603"
"4941","21","3167044"
"4942","21","3169070"
"4943","21","3173775"
"4944","21","3174638"
"4945","21","3177337"
"4946","21","3178229"
"4947","21","3181631"
"4948","21","3182351"
"4949","21","3204509"
"4950","21","3385077"
"4951","21","3387202"
"4952","21","3400969"
"4953","21","3402724"
"4954","21","3404545"
"4955","21","3426691"
"4956","21","3437954"
"4957","21","3441702"
"4958","21","3452440"
"4959","21","3455769"
"4960","21","3457247"
"4961","21","3458494"
"4962","21","3462535"
"4963","21","3465487"
"4964","21","3465713"
"4965","21","3465881"
"4966","21","3466641"
"4967","21","3466704"
"4968","21","3470821"
"4969","21","3563843"
"4970","21","3573989"
"4971","21","3591833"
"4972","21","3617095"
"4973","21","3645213"
"4974","21","3648559"
"4975","21","3650721"
"4976","21","3667991"
"4977","21","3687925"
"4978","21","3689205"
"4979","21","3689206"
"4980","21","3690875"
"4981","21","3711668"
"4982","21","3712076"
"4983","21","3841956"
"4984","21","3896218"
"4985","21","3935572"
"4986","21","3936456"
"4987","21","3945985"
"4988","21","3980190"
"4989","21","3995050"
"4990","21","4081914"
"4991","21","4176380"
"4992","21","4186213"
"4993","21","4219762"
"4994","21","4260210"
"4995","21","4274277"
"4996","21","4319435"
"4997","21","4355585"
"4998","21","4386387"
"4999","21","4440076"
"5000","21","4520760"
"5001","21","4529096"
"5002","21","4563243"
"5003","21","4717560"
"5004","21","4735702"
"5005","21","4735966"
"5006","21","4932214"
"5007","21","4934500"
"5008","21","4941720"
"5009","21","4987482"
"5010","21","4987990"
"5011","21","4996248"
"5012","21","5011908"
"5013","21","5015618"
"5014","21","5100604"
"5015","21","5107152"
"5016","21","5134295"
"5017","21","5149222"
"5018","21","5159537"
"5019","21","5160783"
"5020","21","5262838"
"5021","21","5294810"
"5022","21","5327298"
"5023","21","5344147"
"5024","21","5367565"
"5025","21","5381002"
"5026","21","5387288"
"5027","21","5454711"
"5028","21","5509952"
"5029","21","5527953"
"5030","21","5587698"
"5031","21","5780802"
"5032","21","5799625"
"5033","21","6158357"
"5034","21","6362987"
"5035","21","7260219"
"5036","21","8224783"
